gene,R_E60_1,R_E60_2,R_E60_3,R_E60_4,R_D1_1,R_D1_2,R_D1_3,R_D7_1,R_D7_2,R_D7_3,R_D28_1,R_D28_2,R_D28_3,R_Y1
WFDC2,91.779388,145.619507,73.412865,378.555634,24.759951,14.506305,14.684407,3.087953,1.176404,4.973067,0.159303,0.086624,0.471698,0
CSTB,35.146843,61.722313,72.325447,52.555084,67.61647,44.003387,54.417015,123.804703,51.335125,221.645035,19.111944,35.395973,46.229828,32.649204
UPB1,0.105504,0.100604,0.10948,0.14556,0.080951,0.090058,0.102932,0.055379,0.059837,0.07035,0.213861,0.155136,0,0.11001
APOBEC3Z1,6.15366,9.834565,6.232106,49.558613,120.668816,4.726189,20.364418,73.639801,4.856033,54.980358,0.11679,0.98524,0,0
FN1,19.18192628,11.18625284,5.857061973,8.987860491,0.930968209,0.441644707,0.209982,3.363824616,0.963819596,0.25135396,317.9725029,153.6945292,0.713341866,0.213381204
TGM1,39.214813,33.161289,25.948969,33.623863,23.934315,35.255589,60.66153,410.366302,80.775169,262.183289,85.505249,209.851517,62.162472,25.774725
FLNA,77.708992,93.331108,94.350037,45.02602,70.049202,125.953575,89.768143,62.450272,79.617241,63.332897,1127.389038,596.353943,59.924244,28.235331
LOC101109545,1063.754395,1146.05835,1202.772583,984.943542,1044.077637,980.029175,1226.827759,917.167175,538.644958,1498.282715,265.164703,569.377136,521.240479,1609.239868
GJA1,95.875832,43.13443,61.167179,31.391649,77.344193,56.990971,50.458908,175.498932,113.142387,123.466255,383.858795,506.667938,305.527496,312.590515
CYP2A6,0.030658,0.144922,0.206415,0,0.821458,1.217675,2.583043,0,0,0.124045,0,0.033913,0,0
CKMT1A,11.42901228,9.08243006,12.24744541,5.520837321,50.20260203,54.52773957,61.48411281,160.1246821,213.812758,173.758633,114.2235376,138.8011719,359.7069875,298.3922679
LOC101107430,20.57046447,21.44284188,24.77600062,14.01986305,25.56734046,20.1315759,26.32793218,39.13797307,42.79682162,61.95823609,56.93132161,80.17628656,14.99215388,59.5438408
GSTA1,12.125876,20.125887,24.557865,6.119832,66.709007,61.574955,104.618294,136.606781,138.524948,240.045441,49.13361,144.834229,138.603668,15.78597
FMO3,0.077646142,0,0,0,0,0.060388994,0.019804977,0.236897504,0,0.064164093,1.69776862,0.098678874,0,0.318210664
AQP3,402.56839,417.926971,446.190125,560.853088,601.518433,555.584961,444.05072,411.225708,346.488312,358.906708,89.892662,124.192734,264.906769,100.063614
TXNIP,394.693268,549.499878,649.390686,515.222229,476.987335,725.766113,669.25824,211.398361,333.688324,210.62677,212.274612,292.294281,276.857208,137.008087
LOC101108033,450.370972,18.540737,22.852713,393.966827,18.172508,20.691803,567.847961,15.309734,545.969238,20.171589,4.631576,7.081427,509.488464,551.676453
LOC101107401,3.103834917,5.107820998,4.043495672,2.005293372,3.111522194,3.437242211,1.742107327,4.681988941,3.180569352,2.369229019,10.24460849,11.20995058,2.960636889,3.88920115
ASGR2,0.023447129,0,0,0.040862343,0.109970929,0.046414729,0.251871186,1.34615064,1.419699771,2.696858446,1.388298977,2.321267842,1.1553796,0.104498943
PADI1,107.790794,157.856339,50.533752,335.00705,16.369879,21.233448,25.857103,60.369328,6.183909,85.538895,66.787445,60.999317,2.714572,0.138859
TST,30.960669,27.863098,39.081852,16.655081,69.158737,58.656536,70.958748,265.448059,275.223572,187.526352,326.504059,333.844116,1207.090332,1710.503418
LOC101113219,219.325775,289.881317,306.471222,247.535385,286.725067,157.266617,234.108231,264.161774,197.828033,298.812195,124.633598,107.084862,160.98291,334.239166
PPDPF,978.462708,1206.41748,797.598022,2350.17334,399.098877,463.807068,377.172791,247.026428,164.720398,239.58136,210.463715,195.22142,174.311783,158.160629
HGD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DSP,428.732208,386.92569,340.838501,327.570801,269.962006,285.799988,223.231354,285.090912,243.946518,278.141235,167.977768,209.662003,218.200943,127.40477
GTL2,122.9705398,99.10594156,109.6850686,145.9627534,29.78255489,31.02937395,30.42606145,0.332125338,0.719645274,0.283446521,13.3618844,10.78501606,0.097083996,0
C8B,0,0,0,0.027048,0,0,0,0,0,0,0,0.025796,0,0
SYNM,1.35458,1.538144,1.735977,1.03987,1.247004,2.012421,1.299517,0.598335,0.764498,0.674746,332.348633,210.750671,0.762555,0.912854
SLCO1B3,0,0,0,0.033015942,0.045260018,0.069662635,0.196755215,0,0,0.029315388,0,0,0,0
SERPINB5,133.046524,131.155502,140.945175,58.84972,135.753433,121.127098,93.250038,95.567764,80.41581,74.880783,30.965103,66.317841,87.529556,80.552689
RPL29,1841.641724,2188.478516,2261.702881,1776.55188,2209.402832,2381.142578,2934.589844,1996.124512,2382.758057,2000.963623,1239.167114,1336.982422,2205.052734,2872.660645
IGFBP6,867.046266,1095.262903,1170.26684,1209.072624,660.8299637,674.1859685,727.8843072,694.3406054,796.0290733,500.3032351,118.2646827,101.0591071,145.4031613,102.1303626
RPS9,1935.248876,2107.997558,2320.815698,1547.030675,2161.50788,2352.577178,2688.687297,2102.374088,2452.709461,2164.095016,1120.287869,1343.597239,2067.396434,2285.597813
ATF3,361.4439331,339.2188387,386.2459908,186.4266103,319.3447737,579.542089,237.2057886,68.90120285,121.6493649,166.256922,1.18509676,2.277576304,71.15944119,67.17998788
LOC101123159,1.164268,0.779065,0.533803,1.847045,0.139499,0.056895,0.126346,0.246144,0.07306,0,12.376242,5.879946,0.065226,0.034036
SFRP2,12.615964,10.116854,9.439124,7.509912,3.625144,5.075753,6.369301,3.386428,6.409466,4.657337,22.534122,17.544554,1.621435,0.10276
ACSM1,0,0,0,0,0,0,0,0,0,0.032026847,2.851539066,0,0,0
LOC101117946,182.825012,169.376556,144.602142,662.995605,67.460205,98.607574,35.80188,229.932465,134.729233,202.611649,100.474846,80.702126,454.393188,258.598907
LOC101119629,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METTL7B,0,0,0,0,0,0,0,0,0,0,0.060288,0.067224,0,0
RPS8,6746.242188,7160.887695,8606.634766,4966.4375,7713.571777,7373.611328,9559.849609,4746.479004,6288.393066,5468.787598,2704.25293,3614.660889,5389.508789,6754.943848
HOPX,40.77959894,103.7625698,39.40265287,147.9088323,29.84837898,17.83541195,31.01533468,61.03933018,6.928978833,42.5829863,5.960606748,15.66900112,0.271137819,0.35829894
ADIRF,5.183851,11.698457,13.086937,4.651811,8.234167,14.643519,16.930372,3.810435,3.770022,4.896842,21.246035,13.218996,15.11651,20.251291
RPL36,1939.185913,2615.743896,2696.093506,2120.241211,2439.496338,2255.42041,2703.303467,2146.62085,2486.498535,2445.59082,1111.556519,1174.932983,2579.074463,2041.164551
LOC101123133,1077.974609,1267.529297,1252.662964,1038.396484,1299.471313,1225.521362,1416.326538,834.363159,954.90625,822.69397,544.39624,659.376343,1024.177002,1009.687073
LOC101103439,0.467037993,0.287012635,0.588046601,0.183268769,5.164297749,5.975949732,1.798104699,11.85880594,21.06110472,11.50444472,65.30533018,93.1420566,217.1859085,310.6172504
C4BPA,0.172789033,0.044092367,0,0.060016239,0,0,0.018074673,0.01545569,0,0,0.073204792,0.049780545,0,0
AOX1,9.694596,6.648621,26.220978,6.37067,74.580185,32.995678,74.226036,115.559776,55.499912,68.936028,32.50317,44.913933,168.934677,322.699921
S100A16,261.4911785,373.3604708,248.975387,611.1682969,205.4165195,189.7963122,224.1778781,298.307275,188.9085186,233.3391216,85.30997365,105.1220021,113.882979,118.4678517
LOC101120131,0,0,0,0,0,0,0,0,0,0,0,0.031343,0,0
GPX3,1.103547,0.861359,0.656018,0.984542,1.111899,1.165975,0.611027,0.774224,1.011871,0.751227,24.955605,16.770327,0.341784,0.512183
AQP9,0,0.010443,0,0,0,0,0,0.127276,0.299778,0.233589,0.028135,0,0.035846,0
C1H2orf54,138.398026,178.172791,137.019958,230.207901,98.215767,125.923737,115.381844,51.704998,30.86207,53.334328,3.227129,7.618182,1.676378,2.984491
LOC101106471,0.759739,0.564026,0.969078,0.535696,1.157555,0.820005,1.24118,0.989875,1.115898,0.959385,0.264582,0.546846,0.368466,0.894865
RPL28,988.1021428,1030.00618,1197.458951,962.2149653,1049.831209,1005.024344,1145.784352,993.8775451,1211.900682,1145.319618,438.2717197,510.5394518,1171.00142,1377.04016
FXYD3,138.6950008,157.9910136,151.054905,119.2715057,161.8015446,134.1136724,125.2939547,178.8646871,225.7302066,173.0306735,102.3316436,136.8149028,313.5531297,409.2225455
SEPP1,123.666702,162.039169,124.311562,114.303894,109.193771,76.381287,82.527779,99.83757,57.863014,109.338501,179.494751,175.272339,78.60321,27.419083
RNASE4,29.10922498,23.66877974,33.21901213,16.97766984,32.91689732,13.49150762,21.82196849,47.6907041,53.19023982,50.01740936,102.6520363,119.9314603,91.23118379,126.3391822
OVAR-DRB1,0.638497,1.695827,1.279735,3.552497,9.284883,6.055119,9.106338,193.279968,245.555359,433.551941,86.703682,102.785706,38.048016,8.390631
DHRS7,31.510889,23.666672,33.627087,19.206984,203.055084,189.468643,205.501938,143.669785,154.760193,162.963257,151.884399,375.523041,946.782898,1096.457153
PKP1,157.288101,142.917099,124.56266,99.691429,149.246017,150.399719,118.574249,111.409309,111.505478,119.399178,73.501038,100.626892,87.674072,57.372768
PCOLCE,19.975187,16.4349,10.837711,19.983452,4.483799,3.756755,3.104893,7.24267,8.304667,5.61014,204.340851,178.449677,2.661442,1.004745
CD24,165.767212,149.69339,120.224594,355.240204,196.827011,155.19278,195.274536,150.325516,66.842407,130.79277,22.736008,40.279675,22.915627,25.676241
PRDX6,359.3526,269.516754,359.819519,212.020966,236.35585,314.079712,474.636627,1488.032959,1775.7146,1336.495972,1357.334839,1807.406616,2801.617188,2505.079834
PEG10,36.900753,50.510014,48.557819,24.665686,31.577654,19.372782,8.999208,0.69409,0.535833,0.73677,19.918463,18.149292,0.185788,0
LOC106991842,46.06842,44.441959,30.979755,72.417442,25.487379,25.590384,33.679905,44.893581,25.680292,35.38826,13.498507,23.412697,24.989601,10.388805
RPS17,4100.323242,4482.356934,5425.768555,3816.134766,4340.110352,4534.295898,6313.362793,3286.359131,4163.86377,3415.402832,2023.155762,3126.854492,4091.269043,4985.424805
ISG15,6.478017,7.941333,9.587853,109.853325,0.303545,0.316407,0.564847,33.543961,15.675328,9.812801,98.683113,199.813965,3.148927,5.116578
AQP8,0.065799,0.032253,0.031879,0,0,0,0,0,0,0,0,0.526152,0,0
FAM129B,248.990326,344.781677,174.905762,576.783203,112.985977,134.008408,108.281189,148.966187,96.440544,121.752739,53.541584,85.357254,95.56736,83.122955
LOC101105651,8.678804,12.695134,17.337873,7.877059,38.236889,46.994312,44.769695,31.605978,35.17646,36.66497,15.39856,13.935677,36.280937,37.268826
JUNB,771.141052,739.30835,846.248352,410.503876,750.426086,1214.104736,599.909302,284.609161,391.680084,498.067169,35.034222,56.191456,345.782288,279.000793
ACTB,970.78833,1254.867065,861.819031,898.445129,810.869568,1327.380493,858.83905,886.076599,1010.011169,1082.118042,1724.466187,1141.674438,760.953003,594.136169
LOC101110546,5.800741,6.942578,6.035956,4.942937,4.251042,4.20992,8.42608,2.082888,5.341494,5.985757,0.271552,1.758451,3.790625,9.452877
SEC14L2,3.620305,3.903524,4.226569,1.543724,7.916376,4.862783,4.570564,3.719115,6.298265,4.675287,2.461083,1.879867,6.070285,0.534132
ELF3,150.251984,174.246613,101.082474,370.712799,33.669178,69.423721,45.80164,96.887451,44.85162,113.311035,16.145565,30.271946,50.13929,53.172932
LOC106990367,16.10104,17.04538,17.579094,15.612466,10.249707,9.344533,6.807902,3.28429,4.234798,4.152728,47.403488,39.783779,0.985701,0.170468
SEPHS2,15.605672,21.393002,20.863157,16.06843,31.207565,32.652496,31.655657,33.187256,37.675156,34.223766,25.092331,33.268265,29.320856,41.295994
BTG2,382.069733,357.205017,320.206757,118.34388,214.042175,500.91449,207.183899,104.63208,125.042404,203.338226,13.74181,19.489336,101.559608,144.060104
LOC101116132,367.550598,401.427551,460.733063,397.174805,567.622498,213.932068,482.091614,248.20961,470.453766,266.266785,13.404216,481.073608,251.629456,743.049255
LOC105605699,59.128952,63.541302,61.297813,24.55271,52.341537,87.490822,62.997894,43.210552,52.733257,43.972416,688.116455,382.903107,36.454769,18.68638
C8A,0,0,0,0,0,0,0,0.011822,0,0,0,0,0,0
C6,0.030200197,0.014838007,0,0,0,0,0,0,0,0,0.041845687,0,0,0
LOC101120775,0.048795434,0.143267856,0.159703336,0,0.980670776,1.700316222,1.839398831,0.584723624,0.739957855,0.196994159,6.121372615,3.455608422,1.58560018,0.039800422
LOC101113728,244.6988451,216.7227186,191.1975786,235.4801793,195.0646225,382.4612607,322.5166602,136.4501437,188.5739821,170.858104,321.1342706,261.3452982,206.5605478,200.0367405
SLC22A1,0.262979,0.039916,0.045465,0.306297,0,0,0.022712,0.00987,0,0,0,0.020064,0,0
ASS1,21.15653,25.400719,11.679427,18.113579,6.410986,11.036564,4.187354,12.514818,23.010765,8.367429,5.332234,8.564261,17.262007,20.019892
C1QB,1.539238,1.152124,0.479341,2.177394,1.160199,1.094964,1.233362,21.061562,22.556055,38.877579,76.668022,69.701508,3.096727,0.813667
IGFBP7,8.69066,13.41115,6.284954,13.057118,4.97269,3.1322,2.629733,14.143459,19.168465,14.023184,471.773651,300.331543,7.473666,1.639975
ANKRD23,0.722843894,0.206685084,0.726164034,0.616550139,0.736379879,1.132959989,0.349468989,0.407617069,0.4222586,0.484239085,9.227124474,4.011508217,0.236432007,0.209224912
RPL31,6085.525879,7154.557617,7756.741699,6058.17334,6851.573242,6221.234375,9099.258789,4480.099609,6170.05957,5012.561523,2602.239014,3522.89209,5829.385742,7787.039062
RPS29,4284.134766,5232.383789,6221.496094,4850.067383,4723.815918,4660.041992,6851.424316,4350.101562,6118.453125,5460.21582,1961.904419,3450.571777,5626.738281,6345.186523
CAPG,35.41667507,38.05568626,39.14580114,38.04902028,45.30907768,35.936536,39.70081964,77.02440865,47.10542008,66.31779019,11.06899332,15.91478895,12.40322244,12.3853648
PRDX3,48.026299,41.047394,55.130207,41.953587,70.215546,41.736221,56.655594,112.527992,131.795197,97.091164,116.706703,135.238892,212.770081,415.848267
LOC101104222,0.019380779,0.10546347,0.037497429,0,0.100585655,0.031548368,0,0.0198592,0,0.100787046,0.165720881,0.163510221,0.024112041,0
LOC101119087,0,0,0,0,0,0,0,0,0,0,0,0.023198,0,0
ZFP36L1,505.347412,496.262238,426.088959,512.744995,245.769623,343.601288,164.678253,122.356537,153.508179,172.237396,111.292282,95.983063,123.262283,132.626999
LOC101109747,2.70458877,4.601346643,3.449454435,5.599386714,21.36835646,16.86483772,22.35281806,445.0816555,417.0976891,638.8387638,176.152067,206.580031,63.83719887,17.54334237
CLDN7,141.100433,150.834457,124.04512,221.194489,107.031075,96.997238,77.059196,109.303497,75.492798,124.882767,8.790355,30.536219,43.298779,3.190888
LOC101114959,3.030426,2.973258,3.640849,2.56306,4.413025,2.164189,4.283875,11.999103,13.022627,11.379194,16.619652,24.174358,23.076504,22.586107
LOC101123223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMACR,9.106445,9.802383,15.057447,5.230347,15.788271,23.671745,21.341654,19.87011,24.125885,18.758142,19.184404,21.855442,37.927902,91.350418
RPS11,6474.856445,7610.48584,7956.260742,6557.887695,7848.585938,8212.268555,9714.689453,5718.978027,6729.858398,5770.944336,3326.813232,3905.546875,7687.577148,9217.001953
LY6D,71.02961,59.574566,60.396561,35.620899,54.239216,59.359821,64.411667,108.565483,201.418884,63.216488,83.994049,165.896469,35.303112,12.68249
MARCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TM4SF4,0.0378,0,0.1097,0.430707,0,0,0,0,0,0,0.792715,3.009643,0,0
F9,0,0,0,0,0,0,0,0,0,0,0,0.021985,0,0
GJB1,0,0,0,0,0.138884,0,0,0,0,0.081058,0,0.157399,0,0.035558
BTG1,409.548248,380.636688,438.709198,187.655106,211.454071,303.72406,167.851913,111.448952,166.800446,205.059341,58.921974,61.650543,91.792206,94.460938
PGRMC1,98.491997,110.493042,94.746017,149.749802,70.789597,69.040077,76.828842,59.432846,75.294846,64.891571,65.729637,97.042542,116.833076,113.044739
LOC101117657,92.775131,111.758232,124.727051,66.993088,285.625458,168.8414,319.926514,348.874786,468.623138,435.771667,189.935318,259.832611,675.058838,1164.452271
KLK12,0.409747009,0.404288601,0.260200747,0.124503992,2.931670748,1.978849477,5.720642762,244.7255699,14.56641436,41.09985259,26.44694947,69.50688235,0.478734802,0.074163546
RPS6,3020.691162,3061.568604,3621.514893,2147.397217,3459.228027,2845.561768,3906.691895,2520.774414,3075.397949,2607.841064,1335.674561,1617.223267,2914.471436,3418.703369
HAAO,0.033092098,0.285058065,0.258003824,0.300924185,0.171969602,0.041230896,0.083080049,1.189458039,0.97737766,1.83972366,0.379475102,0.285686301,0.351063722,0.025990748
LOC101115805,8.71018,10.633827,9.802736,7.147891,6.346328,5.363471,3.882412,4.079855,3.370481,3.251991,318.215912,198.210022,2.634,0.351236
ITGB1,64.57181616,57.16632769,69.04074199,38.87677737,65.60555118,73.99016342,71.4620673,58.95310407,66.39725611,53.88599199,361.5574336,223.7973827,51.0701199,45.48577708
LOC101114032,90.404839,37.099255,92.164398,147.072067,18.164352,29.127584,25.445276,99.603027,26.116964,27.492502,52.44582,242.681671,22.332096,196.580002
IER3,446.548523,896.382568,659.626526,195.442001,655.399353,1076.870239,400.371674,271.306152,308.056946,378.603363,78.139748,110.797531,253.009949,269.077881
HPN,20.673162,23.635954,33.473728,9.717516,27.194075,29.443796,21.215519,11.702224,11.884296,5.410412,0.385043,0.424287,2.020187,0
PROC,0.014671752,0.018409867,0.038237126,0,0.097752417,0,0.022690019,0,0,0.022107213,0.009244701,0.046817672,0,0
LOC494436,335.137024,209.94986,238.844513,189.674606,46.726761,556.78949,586.309143,364.697388,703.739441,1080.427612,64.189201,29.300457,754.18042,816.770264
UPK1B,66.847794,118.704605,43.721218,247.022186,3.608621,8.271879,30.559986,25.369087,14.889417,16.277838,23.327312,3.282148,0.933176,0.524902
CXCL14,43.097038,65.400185,58.388481,68.540977,17.796429,67.688225,45.007999,23.837246,49.173149,16.714506,13.079979,18.239754,20.292971,10.743332
FBP1,48.108353,36.127323,41.368385,24.047007,66.356941,48.832874,50.909447,52.452312,35.915577,41.627445,36.078537,29.519373,74.656586,40.277901
CPB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROS1,1.857122,1.08085,0.516121,1.449488,0.101975,0.090139,0,0.273917,0.071248,0.033073,11.844511,14.398672,0.030541,0.014453
TNS4,16.160393,19.899855,19.519814,6.626845,55.419884,62.133659,43.425953,40.0205,59.145309,38.644653,13.351968,19.937651,56.854919,44.967388
B2M,65.08967408,95.29659655,64.73531021,164.2442794,41.89033004,29.30407663,26.15743091,345.2379659,568.4394845,947.7772878,602.4236044,855.2889901,165.4695753,1127.543776
TGFBI,7.962906,10.429467,8.844723,7.664044,0.732208,1.044558,0.908592,14.206012,13.91126,22.410933,361.984802,132.716827,3.865361,6.554112
BHMT,0,0,0,0,0,0,0,0,0,0,0,0.027625361,0.055032876,0
BARX2,112.781792,110.599342,102.55323,130.550034,77.773438,58.11483,40.080891,40.650829,36.540344,34.932999,10.288688,17.518612,21.621769,14.745727
C1QC,2.293477,1.162379,0.676805,2.058826,0.760874,0.875498,1.474994,20.49386,20.848953,30.087349,67.274132,77.755539,2.45204,0.356995
CSRP1,48.277943,57.704716,44.859718,70.479454,45.900074,46.940239,35.413578,56.218319,80.482445,54.291374,1351.428833,964.771667,98.343224,43.429054
LOC101116729,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSF2,63.154587,53.093655,58.140972,42.219433,104.934685,121.842941,155.007553,337.151917,370.554565,315.254974,286.338409,265.294037,653.335449,507.788269
SHMT1,16.55767375,11.04978045,14.69593167,5.187238184,19.07291651,15.87655438,17.40033034,21.95192737,29.08585968,23.27403908,24.05376972,24.71880814,53.48574943,71.37515467
CMBL,52.77155848,38.93126342,58.24998602,17.12390809,159.3563006,131.8391731,164.9525273,282.4658275,262.503437,223.2213407,388.3897057,282.8299907,858.3276778,1321.801149
IGFBP3,36.595711,31.297152,22.366339,25.725519,42.380527,47.956913,91.608643,56.838379,144.535126,48.889187,64.485703,80.98127,4.7144,8.61245
PHYH,21.47286,18.628815,23.005585,21.393934,30.643114,25.749243,27.668484,45.879208,43.377003,52.401031,58.720882,71.965134,99.702965,132.887222
