gene,R_E60_1,R_E60_2,R_E60_3,R_E60_4,R_D1_1,R_D1_2,R_D1_3,R_D7_1,R_D7_2,R_D7_3,R_D28_1,R_D28_2,R_D28_3,R_Y1
LOC105606280,2.286496174,1.572898405,2.4987711,0.943985,0.644542,0.425977,0.174353,0.656668,0.335799,0.351,0.106222,0,0,0.062099
LOC101104790,0,0.60919,0.241287,0.344008,0.282715,0.648221,0.12019,0.990199,0.417583,0.854843,0.69049,0.373272,0.433851,0.076626
SMPDL3A,0.297389569,0.358819383,0.66345146,0.22950024,0.282946381,0.09513625,0.161721437,0.841085382,0.867984571,1.519506673,2.022568269,2.588861301,0.411466609,0.614348785
MPC1,35.037033,38.742203,35.850552,34.399868,26.480633,25.073349,32.191586,64.804634,54.844124,66.828583,59.794071,59.245228,51.687767,51.875656
KLB,0.105213,0.051949,0.056288,0.017183,0.062222,0.194305,0.236781,0.091738,0.012723,0.12172,0.768472,0.070595,0.245326,0
C5H5orf46,0,0.128476,0,0.181191,0,0.053377,0.086625,19.564939,5.056954,13.030898,6.238051,9.923388,3.878324,1.522225
NOTCH2,18.494198,15.509609,11.310816,18.414658,11.006996,9.68009,6.865842,10.048997,8.45401,9.994461,18.62599,19.32774,6.039468,3.986398
CNRIP1,0.275505,1.019062,0.318275,0.862678,0.036586,0.0573,0.075299,0.361649,0.147528,0.574452,7.617982,6.572766,0.127438,0
PSMG2,23.96216029,26.6097352,26.82076038,44.31564935,36.78621443,25.666382,31.09533679,49.59197033,56.78003189,49.19750755,35.41753958,37.36187115,44.35402734,57.53969091
FOXA1,10.732505,12.652811,13.316209,4.913356,19.552839,12.666048,11.173761,9.172693,9.570215,8.089571,2.802601,2.486784,6.740849,5.265771
PGAM5,16.52545052,15.99937795,14.32794739,13.04953964,24.0550686,29.68889157,23.28172597,25.56415231,37.47087813,29.41829803,20.38463205,25.26529554,32.85679364,41.51145237
KLF2,5.79081,4.004491,2.425195,5.660902,2.304893,2.1852,2.995118,3.751886,2.508732,3.181086,13.969215,12.202431,4.38582,2.34863
CDC42SE1,71.64759887,65.51801077,70.59034889,62.0208829,72.25395127,62.30294406,53.33838121,67.05385112,68.13838416,67.99150066,45.42237369,55.14603853,50.50621012,56.05371058
SLC43A1,1.291426,1.880642,2.014419,1.136154,0.81124,1.953752,2.016907,3.236442,4.429884,3.091299,11.330614,8.938019,1.984094,2.03787
GYS1,22.428417,21.038383,20.134329,20.494799,13.552858,17.309906,13.854326,15.733672,16.236441,16.491667,24.359465,18.888191,13.649712,8.942004
RACGAP1,11.22439414,12.62418928,16.56820293,4.752934366,23.93407716,7.721624784,8.692580475,15.78310214,20.97236896,22.04323495,14.80742625,13.30104159,16.9187411,15.26099255
SRF,13.852819,18.989065,18.190985,7.721313,11.120811,17.810585,10.471036,6.832595,9.880055,9.222821,18.795721,15.806431,6.407627,6.486139
PBX1,29.985653,28.702421,29.70578,19.0333,27.404324,18.182804,15.739373,14.169373,13.351108,12.263024,23.088753,18.310871,10.547591,8.081617
HMCN2,0.913085,0.478089,0.576567,0.389057,0.059483,0.131306,0.077205,0.067363,0.011875,0.017841,5.672794,5.342081,0.019729,0
ARL8A,11.530621,8.734446,9.327064,8.253452,11.70581,11.682705,7.437592,10.206546,9.174172,12.683108,6.000768,9.59825,3.565877,6.381802
DERL1,33.374901,34.62648,33.055557,28.84495,36.473789,33.837734,35.581501,35.35656,38.488117,36.439838,38.271416,43.573395,40.210567,40.033588
ASF1B,3.841329,3.642142,4.072012,2.435278,14.498039,3.607717,4.906511,14.234438,16.521315,16.767099,5.04802,6.079656,7.793313,6.205915
EMG1,30.01534499,31.86775098,37.45219033,40.6592579,46.99367384,59.95409797,55.25587561,44.24368064,64.99095436,65.16511697,44.10828648,41.2550886,70.30170198,79.60331038
PIP4K2B,10.00737023,11.44701308,12.81977924,5.977444625,13.28112481,14.71549662,10.18902086,7.994964813,6.937503311,6.357518746,9.21812826,8.727279985,5.778959752,4.631064014
HHIP,0.386052188,0.158629819,0.053522203,0.111563917,0.020141818,0,0,0,0,0,1.032482175,0.877053009,0,0
SGPL1,18.77273023,19.38485404,18.84524102,16.38463507,20.98367021,19.98248937,16.37995378,16.24966265,17.9766114,18.56329797,8.987355864,9.137903957,11.26131726,6.332519932
PFDN4,16.59010571,19.51123992,21.59461123,20.94182319,17.89732824,11.64966992,15.44763505,17.23846598,19.62750796,17.7382081,12.60653222,14.91714268,13.17826386,24.71347679
ALDOC,22.583817,16.644077,20.442671,25.788588,4.448221,3.798813,3.597163,21.665722,6.882546,19.382441,6.115595,12.732737,4.204976,1.572979
MAMDC2,0.808911799,0.487157582,0.771270258,0.62019251,0.820469235,0.43439467,0.384840006,1.945988164,1.082340954,0.588203749,8.004465938,7.202136904,0.501062381,0.033932106
RUVBL1,55.413223,55.130089,69.542068,39.855888,84.692833,123.854492,104.653404,75.176682,99.340836,82.568237,45.436077,44.263943,81.282127,83.101448
FOXO3,23.711508,22.527344,17.317295,28.495274,14.567793,12.672583,10.988025,15.106964,11.778704,12.699238,17.072397,17.610649,7.486071,4.742063
ITCH,19.317654,12.473056,11.485982,21.861847,11.28945,9.47833,9.883417,9.124485,7.27474,7.532703,10.921443,11.938781,8.849313,9.055524
AKR7A2,31.294436,29.918879,33.391674,18.58202,24.16995,49.757381,49.070354,61.747631,69.534164,60.594501,24.202076,30.923546,89.057053,70.120346
CHTOP,64.66819742,64.29513803,72.98735899,53.83555721,65.08375241,65.3071881,55.06954012,46.20716714,50.83539612,54.14998062,36.2030795,36.59535334,41.84155877,44.96274915
NEIL2,23.921974,26.369474,29.569632,20.86657,12.940905,10.69213,5.996325,20.996044,35.915478,16.769413,28.520977,18.052315,27.484224,13.447227
CH25H,11.2359198,14.70703611,19.58822519,1.670216,1.7126217,23.14405021,7.032615687,5.017841585,4.384515154,10.19135205,1.792751202,1.015358,6.868544263,0.771032685
LIPG,5.16144606,4.407986923,3.98552213,0.590805415,2.84775541,3.612448033,3.573288684,3.989389714,7.356678755,4.275240446,3.146223923,7.655641767,5.261056097,9.269605788
RASSF4,3.909916,3.667567,1.947532,10.268048,2.421013,2.272785,2.849318,2.294621,1.515645,2.739149,11.785347,9.064288,0.664787,0.363224
MGAT3,5.530391,8.624755,3.834801,12.190866,0.936178,1.285727,1.553414,3.369833,0.540896,3.712031,0.613928,0.620462,0.394305,0.078372
STT3B,17.240635,12.665009,15.694723,12.112175,21.062826,21.438517,22.084263,20.358416,21.580755,21.432289,30.414509,31.58341,17.463831,16.674822
SUCLG1,60.695202,64.274643,68.418915,67.496765,86.976425,80.507698,95.771477,116.969604,136.939636,118.54068,123.35611,115.078339,201.118958,209.613281
DRAP1,107.401161,121.228081,117.367149,104.919662,141.354019,138.944168,147.287201,119.609444,136.473206,121.88311,106.877502,110.506042,117.278572,119.507339
SCN1B,0.636455,0.579978,0.689616,0.202541,0.72313,0.742894,0.561871,1.789265,3.467462,1.589887,2.033437,1.841051,1.164702,0.722897
RNASEH2C,18.879662,27.197407,31.371119,12.864351,41.487705,24.542273,20.266987,42.64114,73.585808,71.262398,38.093292,17.101887,67.799797,49.047604
AK3,17.0111344,15.12397741,14.24310813,21.12830703,13.80057954,10.85725671,12.24797593,26.76091645,15.59199364,17.75264941,27.64526971,31.04005726,24.03320337,20.42845226
PVRL2,48.415691,46.332523,43.123043,43.273903,32.143627,33.549438,31.957262,33.997692,29.907825,34.255623,18.012888,30.317633,24.197079,19.470613
HHEX,0.091554,0.067541,0,0.288925,0.131501,0.30488,0.143833,1.299552,0.460955,1.785536,2.412464,2.530261,0.76359,1.08031
SLC25A13,2.034418419,1.425780684,2.183251135,1.083466935,3.498853536,5.014044953,4.762744021,4.730179884,5.55885983,5.391653996,2.788898675,2.99179374,4.567675766,5.192515227
SSR2,127.3346584,157.983661,163.2737515,164.8427618,134.0122268,152.4698717,151.4547796,181.8196755,163.8885689,144.8300541,120.3711293,124.0244946,162.2018494,140.9139208
PROX1,0.32226498,0.214297394,0.13061551,0.166564079,0.199277558,0.228847898,0.05225048,0.251379955,0.071501874,0.122425552,0.738538559,0.558576246,0.020767296,0.016727668
LOC101114107,17.710888,20.677708,18.385921,14.193744,24.702518,32.520687,26.814888,22.948263,26.77972,24.218369,66.235657,39.494373,19.682125,9.538024
CS,33.149529,31.24231,31.674917,28.302961,49.251305,43.966873,38.606792,52.044006,64.166161,56.953026,64.887215,59.785568,55.511215,52.807056
LOC101115313,33.932224,38.581997,33.860508,38.428123,38.813332,35.300125,28.73004,29.447062,35.597149,34.555771,26.968266,31.79232,29.162096,26.926033
WNT3A,2.275335,2.433751,2.006869,1.183659,4.494778,7.912701,8.804808,7.172451,12.055827,6.154333,1.61753,2.589327,6.991321,6.326233
PLIN4,0.386614,0.569753,0.575061,0.153112,0.170862,0.448428,0.295922,0.241527,0.10585,0.392584,19.328325,11.19077,0.314639,0.350273
MBD2,32.396721,26.021925,25.737539,20.714632,30.984915,25.60487,25.336115,28.957161,35.519745,31.701426,25.513437,33.193058,43.979744,64.913361
TWF1,11.55179865,6.100067243,7.00516502,8.346465878,12.02088578,8.469099894,13.10356786,12.65330818,7.747732668,9.716265833,15.75808338,18.03071009,18.03939695,25.36825916
DBT,9.08126,4.760128,7.268512,4.420446,6.657628,4.171156,6.92287,10.797976,8.790585,8.078818,11.419327,13.273413,14.778348,16.522865
MOCOS,7.921593,4.99397,5.309188,2.351713,5.229087,3.278506,5.609048,10.387345,8.905343,7.129203,9.298954,7.318549,13.429532,10.122807
CDC42EP1,9.928411,7.740724,8.466874,3.534251,15.132586,15.917332,13.592144,17.211191,20.127487,14.011719,26.053406,31.327066,16.538689,20.156799
RBM15B,15.67022,17.597347,16.706915,10.399678,19.303003,17.402645,13.027839,15.22438,16.748341,14.719716,8.955171,9.573511,9.587376,7.76881
LOC106990881,11.833727,5.269702,9.61079,5.719393,7.820075,7.43782,12.413616,4.964096,10.525149,10.506345,2.176764,3.743314,7.2604,11.531464
LOC106991709,0,0,0,1.582562,0,0,0,2.960575,0.489763,1.672936,5.506082,11.125777,0.1086,0
CHAF1A,8.678125,10.253064,12.115759,4.542276,23.76038,15.771351,13.711998,10.878366,17.815077,16.666779,6.6412,6.674644,15.666236,7.888343
MTSS1,9.159597852,7.345074507,8.179932335,7.423505479,6.599828803,7.181725973,5.62310933,5.665350915,6.443271093,7.40003162,9.570740882,8.078272866,2.89005891,1.679895244
CDK1,8.266522,7.177114,9.221355,3.142145,15.225155,2.40971,5.372407,14.329217,16.541842,13.204676,13.881632,11.612339,13.063083,11.276196
WAC,22.56136753,14.6752152,17.74658013,16.73319161,17.05008387,17.60051666,17.1436908,15.34969034,14.36378427,8.547844303,17.81378286,18.51226314,17.4433121,19.60959421
PRKAB2,2.111338981,1.613527767,2.31254995,1.156659926,1.902198747,2.080928442,1.799046153,2.280920961,2.006647545,2.088761413,11.26312382,8.854948114,3.386677063,2.415465438
LIPC,0.442819779,0.604620572,0.428454219,2.032693081,0.166851029,0.123929867,0.198592881,0.232771677,0.174377558,0.44524301,0.183646158,0.239428992,0.021903238,0.112514556
MAPK12,8.259616,9.45678,8.939736,13.977514,5.313507,16.518381,12.011788,17.619402,14.081949,16.886343,21.793797,18.112007,19.733229,10.682668
NELFCD,70.086044,72.010017,77.350433,66.710594,80.805801,67.321976,66.396469,63.005981,76.58316,67.709938,37.15863,36.92979,73.723755,74.668411
MTA2,34.679108,35.769226,40.692833,25.711592,60.082989,59.19268,49.48069,47.304623,55.324669,53.850803,23.228674,33.73045,44.202293,38.958149
RNF39,8.861611,16.906525,5.34225,29.46838,1.979296,3.626633,4.477826,4.909986,3.638031,6.445266,5.150327,7.382404,1.548944,2.236251
ERLIN1,17.435539,17.641695,20.234447,12.011439,21.769348,29.587593,21.782785,12.494422,13.719635,11.394351,9.117703,12.754744,13.127045,10.257336
ACTL6A,15.021838,14.671256,15.41213,9.708002,18.670153,14.814964,16.516081,15.315907,18.786062,12.438907,11.659286,11.81363,15.515617,16.039295
PCMTD2,18.080009,17.249136,16.935631,20.412033,19.103458,11.920023,15.912354,15.651108,13.866975,9.038804,14.254314,13.852023,14.613121,14.323173
DYNC1I2,54.8766432,53.54780687,54.43975885,50.9291826,44.09101865,39.61208556,41.04438883,34.62179949,17.34768325,28.6579711,42.42595278,44.59158335,29.3181472,38.25797833
CCT4,69.759995,83.386307,71.160042,86.919548,89.075912,84.876808,84.805519,76.652573,86.327194,81.709129,52.05278,66.698715,61.563385,73.735565
UFM1,16.883314,11.466431,12.74757,17.920025,19.078472,14.476796,17.470556,17.328403,12.181721,14.171485,15.105824,24.498178,17.099037,20.661655
PPP1R12C,9.528756,10.510433,9.329371,14.60854,8.176476,11.608594,9.511895,9.947351,7.644713,9.372256,50.887375,39.161327,8.584855,5.427929
CPD,19.725281,13.133563,17.542477,10.593191,25.598692,24.161341,24.065908,17.862986,14.539978,14.562639,22.94726,17.406416,15.050841,9.167836
STXBP3,13.29378708,8.151505936,9.850251101,14.53121448,8.212015917,6.707625055,8.611853623,13.33044854,10.62276608,11.19620366,14.11350007,15.59779361,12.84539036,21.63731254
ARL2,36.06847441,34.41789591,39.48268294,30.21572418,59.22208653,56.26838611,49.76323377,43.29076341,51.28780073,38.69298961,26.0810145,26.10239686,25.6609457,27.31013295
C5H19orf25,10.893861,11.309067,11.304242,14.680312,14.62203,18.71945,14.067776,17.244764,15.486098,12.265752,13.093023,12.399991,18.301157,13.21926
NDFIP1,57.82074,70.071617,64.296242,58.900177,72.133095,56.673801,50.868057,51.106892,66.535049,52.669361,71.560516,76.64875,63.30584,77.213829
DAG1,9.838863,9.399155,9.6078,6.014353,11.358011,12.054602,8.00573,9.34279,11.393007,9.283949,15.556227,14.319489,10.94165,6.516608
LOC106991082,19.402439,19.692352,20.196846,14.51818,14.745692,14.042739,10.220533,7.582184,6.784464,6.863939,16.711897,14.477242,6.402012,4.486515
ABCD3,12.05745,8.600656,8.899503,13.900531,11.741859,10.192859,9.779148,14.908525,12.384665,12.550715,15.729469,20.329248,17.480705,18.183704
ELOVL2,0.047189,0.061705,0.081386,0.084783,0.189716,0,0.017994,0.046569,0.118209,0.180996,0.12177,0.331997,0,0.02637
ADTRP,1.334503393,0.823476332,0.804495509,0.224588758,0.964280296,1.386634925,2.436581967,1.881298163,1.752716285,1.16299846,5.160675607,6.822962663,4.56333952,3.213482554
ATP11A,20.576279,21.88666,18.968079,22.050621,16.625418,17.52984,11.251047,7.901163,11.85752,9.123447,5.531403,6.760047,6.577903,4.937005
MRPS36,12.105108,11.505117,11.628075,11.671812,13.563605,7.911313,13.937329,23.26967,23.033176,19.913343,26.662886,28.790487,35.666088,38.976425
CGGBP1,21.379986,12.886446,15.752439,14.891594,20.131918,15.875268,18.134737,15.843276,11.268098,12.132148,21.51321,20.198198,14.764639,16.35564
UBTF,30.9917967,31.65161496,33.07705397,24.82618947,37.61986438,46.28617558,31.98941313,26.97276377,29.27736921,26.55621346,27.7228661,22.03175643,19.42695189,20.61921197
LOC101122183,13.28534053,13.61321825,15.960193,7.140828901,13.60714517,17.50768373,18.3465278,14.61331822,14.54190118,11.5922603,12.07073943,9.837704341,20.68513759,10.87976344
NDOR1,20.639662,18.927639,18.328194,32.974991,20.269125,26.211573,22.861256,19.36668,20.259264,19.534229,9.626636,8.054051,20.06616,8.421845
LOC101110740,1.255796,2.126536292,2.043220981,0.824148,2.863954201,1.242883,0.627768,1.276718614,2.010671,2.286058455,6.810905587,4.368851,2.111878,0.497624
FOXP4,38.843437,38.93903,37.77026,34.143787,31.021027,37.500584,27.302094,20.426825,20.086283,16.904352,13.742776,13.591669,19.874134,10.498817
CDC37,108.688652,128.160904,113.321167,124.224472,122.153831,134.85936,124.060303,106.947693,117.850487,112.459305,101.462585,97.521988,126.322227,118.012871
ATP6V1D,26.0158,27.85298,18.197727,42.668465,12.75153,10.019279,12.925978,21.652864,13.722561,17.793943,27.670132,34.506008,20.065216,27.777407
OGT,28.45540723,17.43574892,25.09600847,20.26415314,18.03498975,19.62659702,19.9810788,15.22841888,13.23459346,14.62603791,12.90218234,11.57573681,16.748997,14.97998844
LOC105611302,8.557703,9.783354,9.986973,8.445602,10.82976,14.380664,11.238068,9.293652,8.453853,12.379595,3.113385,4.295154,10.722254,9.490539
SERPINE1,3.175118107,1.331496341,1.597087808,1.487640778,2.776377204,3.543109296,2.405375317,3.54192911,6.934158745,22.93217859,2.215434289,1.193036669,9.359770508,3.485517091
ASRGL1,2.496444,1.668355,2.047858,3.548941,2.836116,1.878403,2.407353,15.143557,13.295219,14.722033,22.740805,18.665358,4.321038,6.476354
MRPL18,24.64172,25.546062,30.453281,26.217569,46.58659,41.629848,56.529285,40.173893,70.950317,46.466595,35.137062,32.928265,62.323421,77.441925
SH3GLB1,9.566962911,6.966549316,7.673845423,8.574314155,7.673832548,6.965396135,6.893108624,8.408998722,6.823827623,6.393626216,14.3213382,13.68450667,7.951976833,9.228079043
ABCC5,5.671261539,4.499816054,7.053613993,2.967547283,7.242523154,4.967327615,5.897388133,2.905727989,3.079533881,3.187186665,2.105782057,2.372552567,3.465972997,2.130030655
RCC2,45.064789,46.381683,45.750462,37.171429,60.879997,64.389442,54.601231,85.983414,75.316566,82.451355,29.799164,37.420277,53.423161,34.519817
BCCIP,35.19157299,33.96328699,39.04142951,37.20815396,40.71248365,41.35318689,40.96846128,31.23452495,45.49568488,39.08229294,23.81183261,32.46218956,28.07450822,54.08691419
OXLD1,15.089399,13.524991,13.945111,18.856716,15.1607,19.398746,14.975932,30.987255,28.783859,22.174475,15.10883,15.6566,28.478596,25.728811
LARP1,31.689072,32.405659,29.10206,30.4746,28.664789,30.232187,19.544487,19.920275,23.104372,23.000549,13.628609,17.116255,18.343529,17.03233
WDR75,10.282741,8.637034,9.830968,6.574605,14.075245,12.892085,12.308309,8.363652,9.287654,8.830692,5.025655,7.982961,9.380534,15.390992
KIF1C,49.034298,47.565441,41.412754,51.357834,56.210304,89.718422,71.224701,67.052605,48.257244,61.891109,94.294258,84.816811,65.655235,38.116619
FBLIM1,22.07595283,22.9081105,26.13143807,14.2781934,22.57450278,24.10913045,20.67095548,15.54416473,18.67536582,10.58127932,16.65759976,22.63255131,26.17187896,14.89549051
MROH6,6.993291,7.875269,4.962375,13.94562,3.978593,3.516321,2.586943,4.705844,1.847153,5.733946,1.052457,2.317318,1.06124,0.356817
PSMC1,81.10329818,83.54442542,82.22433502,98.73056048,118.9776115,124.3498411,109.123977,89.12231507,115.4703392,101.0324098,75.42833656,73.68552059,99.10257886,85.93629277
CDC42SE2,7.763760835,6.992612982,9.10877351,4.298516057,12.6329159,10.16831375,8.260200522,13.67548343,17.69560074,20.16895364,11.64486347,11.12584394,12.13313094,13.57897056
LOC101109243,15.861098,23.343334,19.369656,34.228344,17.332241,16.151848,24.127129,13.102753,20.739353,15.358669,5.374336,10.213608,13.00223,22.580559
PRRC2B,25.917255,22.912743,25.196224,12.061693,26.821541,28.973448,15.775578,16.546249,18.872307,16.525103,18.07122,17.922113,16.314707,9.250309
BMP4,3.833750606,6.142168547,4.409458949,3.264568823,1.069976158,3.835965342,1.151111163,1.688690784,0.977179753,1.00150678,11.75959558,13.19714264,1.688556866,0.927772526
HTATSF1,19.71399824,17.89119026,18.56939469,21.8440555,14.7962098,13.86091344,16.00511931,10.89589419,10.95350268,10.18664712,13.91810718,13.78306236,11.76737969,13.11272841
LY96,3.093484,6.869347,1.897135,13.077249,1.811578,1.480585,3.091743,5.685305,4.994195,5.945576,10.359575,17.97727,15.46001,25.712669
UHMK1,7.855085,3.692995,3.931083,5.982088,5.366421,3.922974,3.997031,5.223914,2.989561,4.609103,6.899559,9.489921,6.376938,7.029102
UBE2G1,16.739418,13.456497,15.160274,15.871272,14.2259,14.203555,14.609364,14.542064,14.876523,13.482782,21.951933,23.131544,12.913902,17.271456
LOC101113195,5.942802421,7.822794958,7.993983964,7.672641221,16.92292252,8.578080958,11.92781017,15.33005735,12.99179116,16.27827695,16.15120072,17.87268138,17.38565162,15.82873378
GOT2,32.348984,34.663616,35.818031,21.055567,59.21574,64.058678,56.426804,75.349487,90.209999,74.055061,60.529896,52.969627,95.624207,96.022324
STK24,53.259583,59.522465,45.297737,59.960564,40.90696,39.123325,31.072657,45.20525,38.455948,45.620567,23.7047,32.716778,31.084599,27.209011
MAK16,10.113719,6.492962,9.547603,6.897465,12.789865,15.296674,14.186711,14.271013,13.947581,13.315777,8.631776,11.980824,11.550018,19.253147
MYCL,5.521656625,6.969188097,7.930260102,3.194327274,20.51491323,23.90257934,22.03882814,7.506121412,8.637762884,8.228929017,0.665465583,0.925498019,4.61184063,2.357127584
CLDN3,8.597109,8.899892,6.789651,4.194992,15.539846,9.798343,9.726667,5.502686,10.185575,10.789038,1.787655,5.1621,11.289626,7.707589
CDKN2AIPNL,76.974655,95.911446,87.785332,94.010803,95.5298,89.726898,86.799156,83.982246,83.819359,76.784462,50.556133,56.117584,91.798897,107.279198
BTG3,18.126106,19.869991,17.77129,11.334963,19.506664,15.987624,15.876826,13.70118,21.07309,16.370752,20.068001,26.539051,23.00211,30.617031
MIA3,7.718997187,4.931413514,5.206685886,5.717376575,6.635937765,5.247834143,5.983949296,6.462440182,5.471148768,4.933154282,10.53549196,9.139712586,5.290940356,4.519952984
PLSCR4,0.428460445,0.250083315,0.319578185,0.602246455,0.153679215,0.045158703,0.04262636,0.35134438,0.130096772,0.186072717,3.166732577,3.409302363,0.073375746,0.119126728
CIDEA,0.030958325,0.060486619,0,0.069007201,0,0,0.040153326,5.419708986,0.41822085,4.32477682,1.790082176,1.050193959,0,0.044252069
PTPRS,17.018951,13.815326,17.866167,7.999563,30.704668,21.268181,17.848076,20.039118,28.176882,17.070469,28.296246,21.317732,21.293625,11.999401
LOC101106886,6.48971,7.219774,7.896187,4.499591,7.096334,8.065144,5.868564,4.841899,3.687988,3.855473,9.034032,8.678173,0.561119,0.635451
KRCC1,17.606686,14.239072,14.431699,28.54076,15.123673,13.341996,18.254425,17.602261,15.841196,18.235678,17.096663,17.853449,19.46735,24.870865
FECH,10.956268,10.673902,12.522487,8.412417,14.978098,10.284636,12.06074,18.30068,19.067179,14.894693,13.685114,15.101918,18.706772,21.605217
UGCG,21.341421,17.664715,12.510335,29.197556,6.399553,6.164635,6.085121,12.132536,8.810804,16.80109,7.204261,8.727421,3.728075,2.505074
CISD2,18.777805,18.858833,17.725634,18.453022,23.797562,18.903915,23.072067,26.405411,22.275858,25.452547,21.490822,27.44879,19.315638,23.430624
MRPS35,8.607537,8.21211,9.256157,7.954004,11.68795,9.882354,11.638152,18.39402,18.142809,17.31452,13.436633,14.913377,28.623447,43.763412
FUBP3,24.447781,22.239782,23.548796,19.298204,27.0362,28.389193,22.304693,17.63657,19.913742,19.758774,10.970014,13.72969,19.570768,16.771399
ANGPTL4,8.989102,6.920997,7.608283,12.532241,10.639251,18.436478,19.105093,17.388002,20.323357,22.61441,17.292984,14.946622,22.114883,24.375296
NAGS,0.465166,0.17249,0.209814,0.10422,0.594485,0.701689,0.396389,0.50774,0.555193,0.241884,0.331767,0.160304,0.255085,0.141383
LOC105609512,4.961053,4.387944,8.047112,2.40268,8.89729,6.476431,8.758061,12.627091,13.52681,14.265283,9.94707,17.658226,33.998016,41.924633
HIC1,0.896471,0.19319,0.342387,0.808382,0.368959,0.077974,0.146302,2.812762,6.626595,10.434837,6.523045,5.701239,0.289897,0.513474
MED17,29.155865,25.451063,30.5201,19.247614,29.216145,30.037748,23.836588,13.589061,18.828543,18.067217,9.719632,10.070065,17.922115,18.346401
CBFA2T3,2.755711,2.22261,3.120028,1.062052,2.27012,2.536398,1.108657,1.676452,1.14494,1.720678,6.913503,5.611014,0.40682,0.156823
LOC106990549,0,0,0,0.140384,0.106865,0.639824,0.106449,16.566557,18.403849,18.890364,0.611881,0.815416,0,0
EMC3,18.522533,21.241451,17.948521,20.155119,25.057747,21.200813,22.783325,26.554136,31.6765,33.951672,34.610886,36.425922,34.036476,34.504372
NRP2,0.277816157,0.345747918,0.260296309,0.586470054,0.067014414,0.071651469,0.072426321,0.495682873,0.178764917,0.399348745,20.11716525,12.62973138,5.281352901,3.670077225
EIF3F,81.900269,83.569778,80.536896,106.41124,62.624847,68.462692,68.344223,57.990982,67.854645,64.656136,46.923126,50.772453,57.028782,52.516979
LRP5,18.099949,17.980511,21.386959,10.568164,27.117809,32.88821,23.334137,17.996,26.168732,18.758345,27.639795,23.169254,14.717754,10.913568
OCIAD1,57.48535544,44.87396717,53.70351647,48.24191627,46.41564624,43.24818271,48.03904369,41.31893589,36.7751751,43.08008679,43.09603973,50.77526362,47.62454547,54.30174937
PLPP1,8.498029259,8.022043488,9.009871937,5.737430135,11.32940764,9.591735266,10.46498991,8.562367268,7.801290352,8.736175897,34.58892276,30.47477805,11.13690175,6.865353849
LOC105608537,1.253914,0.430679,0.707116,0.420934,1.08731,3.015356,1.790676,6.000351,2.009462,6.679945,4.817073,8.443717,6.505467,8.062038
FRRS1,21.76321,18.754768,21.683529,17.773375,16.932789,19.148857,14.655286,15.201297,10.348006,11.96007,6.107546,9.532625,8.772152,5.772293
SLC7A2,4.476696487,3.314095352,4.591038413,1.920165438,3.600189529,3.981527655,3.033414578,4.448989332,1.765978607,2.521542809,6.55359494,7.872320688,2.277825846,0.569363654
RECQL4,1.986748,2.765582,3.385947,1.765956,8.496189,2.439372,4.459601,5.32706,9.448097,10.289998,1.707535,1.818558,7.942366,3.32372
IL11RA,3.290771143,4.039275838,2.807789741,4.275369793,2.912383604,3.457942718,2.710743701,1.835389779,1.410092439,1.934542977,9.321484018,11.14574752,0.988537234,0.379487386
ABHD3,1.90277,1.548025,1.371876,0.803809,3.444131,2.467993,3.257587,8.483313,10.231713,8.481765,9.69667,10.450738,17.301491,20.734694
COPB1,30.99251,19.266031,21.668873,25.766588,25.770348,26.023506,25.153263,26.598835,20.708431,19.818802,29.924484,33.232117,27.310867,27.206816
KLHL42,3.618262,2.563589,4.044523,1.852875,3.774719,3.171707,3.580344,3.591705,2.948202,2.572892,21.711596,14.983524,3.239301,2.066659
APEH,34.46485396,37.52768161,39.40292193,30.21560012,41.62241841,44.5086534,44.66686022,47.06253518,55.93779979,48.7046613,34.82114944,33.18615001,99.6614746,73.09473777
TBL1XR1,12.32891251,8.019056222,9.460492723,9.606737611,9.487947748,10.11719456,9.761845119,14.20796877,11.18035058,11.04997481,19.6290898,20.18926185,22.36599844,23.40437241
MRPL20,43.102879,47.439934,50.605408,54.349255,60.219868,75.663429,85.107239,72.799042,91.554001,73.582932,64.444382,69.97908,100.54718,120.993515
DYRK2,11.0418613,11.83231431,12.78934609,7.471494942,12.34537212,13.13682815,9.156778268,12.14657832,12.97663748,9.838593338,18.04108006,21.32343908,18.52307712,12.88338971
ERBB2IP,14.84638174,7.871999252,9.331187647,11.56807867,9.436828781,6.97725938,9.247969723,10.82048693,5.388512925,8.061598009,10.91528263,10.97974918,6.275622726,6.928427258
KRT20,2.86371,0.72726,13.567203,3.909478,4.338618,1.349133,2.866939,0.316235,3.355795,1.236558,18.755531,0.479101,2.409354,3.731483
SPSB3,82.875725,87.414787,82.170349,110.662811,61.54501,81.594963,72.484703,51.107567,54.522171,57.097248,35.083199,34.669853,57.408489,33.06604
LOC106991325,25.493811,26.00437,19.187609,36.760746,11.33717,14.705805,12.839685,13.088619,12.848301,14.434938,14.101004,15.893832,11.490784,6.599878
YME1L1,38.90357056,32.71163226,33.52660382,50.68081054,32.83275305,27.88970632,34.51464295,39.37520215,34.03692912,34.69128784,38.58471094,45.27899981,33.44602683,41.44257021
SLC17A9,0.130644,0.043642,0.194324,0.124496,0.315014,0.595156,0.164092,0.483264,0.247343,0.729633,2.541634,1.232892,1.331962,0.972743
